"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 07, 2015","1,149.00","1,147.60","1,152.90","1,143.00","0.10K","0.19%"
"Oct 06, 2015","1,146.80","1,136.30","1,150.00","1,136.30","0.15K","0.76%"
"Oct 05, 2015","1,138.10","1,137.10","1,141.70","1,132.50","0.23K","0.09%"
"Oct 02, 2015","1,137.10","1,112.20","1,141.20","1,105.80","0.32K","2.06%"
"Oct 01, 2015","1,114.20","1,115.20","1,119.00","1,113.30","1.18K","-0.12%"
"Sep 30, 2015","1,115.50","1,124.30","1,126.00","1,112.10","0.87K","-1.03%"
"Sep 29, 2015","1,127.10","1,132.20","1,134.40","1,124.30","2.42K","-0.43%"
"Sep 28, 2015","1,132.00","1,133.20","1,133.20","1,133.10","0.01K","-1.22%"
"Sep 25, 2015","1,146.00","1,149.80","1,149.80","1,143.40","0.06K","-0.68%"
"Sep 24, 2015","1,153.80","1,133.00","1,155.90","1,133.00","0.04K","1.96%"
"Sep 23, 2015","1,131.60","1,128.60","1,132.20","1,128.30","0.03K","0.59%"
"Sep 22, 2015","1,125.00","1,132.60","1,135.00","1,122.50","0.04K","-0.71%"
"Sep 21, 2015","1,133.10","1,137.60","1,138.50","1,130.80","0.02K","-0.44%"
"Sep 18, 2015","1,138.10","1,128.30","1,141.20","1,127.80","0.06K","1.86%"
"Sep 17, 2015","1,117.30","1,118.60","1,130.50","1,117.10","0.01K","-0.17%"
"Sep 16, 2015","1,119.20","1,109.80","1,119.90","1,109.80","0.03K","1.49%"
"Sep 15, 2015","1,102.80","1,104.50","1,104.50","1,103.00","0.01K","-0.44%"
"Sep 14, 2015","1,107.70","1,107.80","1,108.60","1,104.10","0.02K","0.38%"
"Sep 11, 2015","1,103.50","1,110.80","1,111.70","1,098.20","0.08K","-0.54%"
"Sep 10, 2015","1,109.50","1,107.30","1,113.50","1,105.50","0.06K","0.66%"
"Sep 09, 2015","1,102.20","1,123.50","1,123.50","1,102.10","0.15K","-1.62%"
"Sep 08, 2015","1,120.40","1,119.80","1,122.50","1,116.40","0.14K","0.04%"
"Sep 07, 2015","1,119.90","1,119.50","1,124.00","1,115.20","-","0.00%"
"Sep 06, 2015","1,119.90","1,122.30","1,123.10","1,119.60","-","-0.06%"
"Sep 04, 2015","1,120.60","1,123.40","1,125.20","1,116.20","0.05K","-0.28%"
"Sep 03, 2015","1,123.70","1,130.30","1,132.90","1,120.30","0.12K","-0.78%"
"Sep 02, 2015","1,132.50","1,137.30","1,140.40","1,130.80","0.20K","-0.54%"
"Sep 01, 2015","1,138.70","1,133.50","1,144.70","1,133.50","0.38K","0.63%"
"Aug 31, 2015","1,131.60","1,131.10","1,134.00","1,124.80","0.19K","-0.13%"
"Aug 28, 2015","1,133.10","1,125.30","1,139.00","1,123.60","0.28K","0.95%"
"Aug 27, 2015","1,122.40","1,127.20","1,127.40","1,118.40","0.13K","-0.20%"
"Aug 26, 2015","1,124.60","1,139.20","1,143.00","1,119.60","0.12K","-1.19%"
"Aug 25, 2015","1,138.20","1,151.50","1,155.50","1,134.00","0.22K","-1.32%"
"Aug 24, 2015","1,153.40","1,164.00","1,169.00","1,147.50","0.30K","-0.53%"
"Aug 21, 2015","1,159.60","1,154.10","1,166.50","1,150.50","0.26K","0.57%"
"Aug 20, 2015","1,153.00","1,132.80","1,153.30","1,132.80","0.41K","2.21%"
"Aug 19, 2015","1,128.10","1,117.00","1,134.30","1,116.80","0.35K","0.98%"
"Aug 18, 2015","1,117.10","1,118.20","1,118.40","1,110.00","0.48K","-0.13%"
"Aug 17, 2015","1,118.60","1,113.80","1,122.00","1,113.80","0.40K","0.51%"
"Aug 14, 2015","1,112.90","1,113.90","1,118.80","1,112.50","0.91K","-0.25%"
"Aug 13, 2015","1,115.70","1,124.30","1,124.30","1,113.00","0.44K","-0.67%"
"Aug 12, 2015","1,123.20","1,106.00","1,124.50","1,101.50","0.80K","1.41%"
"Aug 11, 2015","1,107.60","1,103.80","1,116.70","1,094.00","1.00K","0.31%"
"Aug 10, 2015","1,104.20","1,093.20","1,107.60","1,089.50","0.90K","0.92%"
"Aug 07, 2015","1,094.10","1,088.90","1,098.30","1,081.70","0.61K","0.36%"
"Aug 06, 2015","1,090.20","1,084.40","1,092.20","1,083.60","0.27K","0.41%"
"Aug 05, 2015","1,085.70","1,086.50","1,090.60","1,082.50","1.21K","-0.46%"
"Aug 04, 2015","1,090.70","1,085.10","1,093.90","1,080.50","1.14K","0.12%"
"Aug 03, 2015","1,089.40","1,095.50","1,097.10","1,085.00","2.42K","-0.50%"
"Jul 31, 2015","1,094.90","1,087.70","1,102.80","1,079.10","5.70K","0.60%"
"Jul 30, 2015","1,088.40","1,096.10","1,097.50","1,081.00","49.30K","-0.39%"
"Jul 29, 2015","1,092.70","1,096.40","1,096.90","1,093.60","0.01K","-0.33%"
"Jul 28, 2015","1,096.30","1,097.20","1,097.70","1,097.00","0.03K","-0.02%"
"Jul 27, 2015","1,096.50","1,100.00","1,102.50","1,093.90","0.02K","1.00%"
"Jul 24, 2015","1,085.60","1,078.60","1,100.70","1,078.60","0.05K","-0.77%"
"Jul 23, 2015","1,094.00","1,097.40","1,097.60","1,087.80","0.06K","0.24%"
"Jul 22, 2015","1,091.40","1,093.00","1,095.00","1,086.00","0.05K","-1.09%"
"Jul 21, 2015","1,103.40","1,097.10","1,106.40","1,097.10","0.12K","-0.30%"
"Jul 20, 2015","1,106.70","1,130.40","1,130.70","1,095.10","0.19K","-2.22%"
"Jul 17, 2015","1,131.80","1,144.00","1,144.00","1,130.20","0.12K","-1.05%"
"Jul 16, 2015","1,143.80","1,146.20","1,146.20","1,142.90","0.01K","-0.30%"
"Jul 15, 2015","1,147.20","1,154.00","1,154.20","1,144.80","0.02K","-0.53%"
"Jul 14, 2015","1,153.30","1,157.20","1,157.20","1,153.00","0.04K","-0.16%"
"Jul 13, 2015","1,155.20","1,159.00","1,159.00","1,151.20","0.01K","-0.22%"
"Jul 10, 2015","1,157.70","1,160.10","1,162.90","1,157.50","0.03K","-0.11%"
"Jul 09, 2015","1,159.00","1,154.80","1,163.60","1,154.80","0.07K","-0.37%"
"Jul 08, 2015","1,163.30","1,152.60","1,161.70","1,146.40","0.07K","0.95%"
"Jul 07, 2015","1,152.40","1,166.80","1,166.80","1,149.50","0.47K","-1.75%"
"Jul 06, 2015","1,172.90","1,163.90","1,173.00","1,162.20","0.63K","0.44%"
"Jul 03, 2015","1,167.80","1,164.70","1,169.00","1,164.60","-","0.41%"
"Jul 02, 2015","1,163.00","1,166.40","1,168.10","1,155.50","0.32K","-0.51%"
"Jul 01, 2015","1,169.00","1,173.10","1,173.10","1,166.60","0.46K","-0.21%"
"Jun 30, 2015","1,171.50","1,176.30","1,176.40","1,166.60","0.22K","-0.59%"
"Jun 29, 2015","1,178.50","1,185.10","1,186.00","1,173.80","0.17K","0.48%"
"Jun 26, 2015","1,172.90","1,170.50","1,170.50","1,170.50","0.03K","0.12%"
"Jun 25, 2015","1,171.50","1,175.80","1,175.90","1,171.70","0.10K","-0.09%"
"Jun 24, 2015","1,172.60","1,176.60","1,177.40","1,170.70","0.26K","-0.31%"
"Jun 23, 2015","1,176.20","1,183.80","1,186.00","1,176.80","0.06K","-0.63%"
"Jun 22, 2015","1,183.70","1,197.80","1,197.80","1,182.70","0.03K","-1.48%"
"Jun 19, 2015","1,201.50","1,199.70","1,203.10","1,199.70","0.14K","0.00%"
"Jun 18, 2015","1,201.50","1,183.40","1,202.00","1,183.40","0.13K","2.13%"
"Jun 17, 2015","1,176.40","1,177.60","1,186.30","1,174.90","0.17K","-0.35%"
"Jun 16, 2015","1,180.50","1,186.50","1,186.50","1,175.90","0.03K","-0.40%"
"Jun 15, 2015","1,185.30","1,179.90","1,188.50","1,172.70","0.10K","0.55%"
"Jun 12, 2015","1,178.80","1,180.40","1,181.20","1,176.20","0.14K","-0.09%"
"Jun 11, 2015","1,179.90","1,183.20","1,183.20","1,174.40","0.07K","-0.52%"
"Jun 10, 2015","1,186.10","1,176.10","1,190.10","1,175.60","0.30K","0.75%"
"Jun 09, 2015","1,177.30","1,172.90","1,181.60","1,172.70","0.14K","0.35%"
"Jun 08, 2015","1,173.20","1,169.50","1,176.10","1,169.10","0.17K","0.46%"
"Jun 05, 2015","1,167.80","1,176.40","1,177.30","1,163.30","0.39K","-0.60%"
"Jun 04, 2015","1,174.90","1,184.90","1,185.50","1,173.00","0.45K","-0.83%"
"Jun 03, 2015","1,184.70","1,193.90","1,193.90","1,179.10","0.63K","-0.79%"
"Jun 02, 2015","1,194.10","1,189.00","1,194.90","1,186.00","1.00K","0.49%"
"Jun 01, 2015","1,188.30","1,190.60","1,204.00","1,184.30","1.24K","-0.09%"
"May 29, 2015","1,189.40","1,187.80","1,193.30","1,185.70","4.75K","0.11%"
"May 28, 2015","1,188.10","1,187.10","1,192.00","1,179.60","52.71K","0.19%"
"May 27, 2015","1,185.90","1,185.90","1,185.90","1,185.90","0.03K","-0.11%"
"May 26, 2015","1,187.20","1,193.60","1,195.00","1,186.00","0.04K","-1.67%"
"May 25, 2015","1,207.40","1,204.60","1,209.00","1,203.30","-","0.25%"
"May 24, 2015","1,204.40","1,205.80","1,205.80","1,203.90","-","0.01%"
"May 22, 2015","1,204.30","1,211.60","1,211.90","1,205.70","0.01K","-0.01%"
"May 21, 2015","1,204.40","1,204.50","1,204.50","1,203.70","0.04K","-0.37%"
"May 20, 2015","1,208.90","1,205.10","1,210.80","1,205.10","0.01K","0.17%"
"May 19, 2015","1,206.90","1,223.90","1,223.90","1,206.00","0.01K","-1.70%"
"May 18, 2015","1,227.80","1,224.50","1,228.10","1,222.60","0.01K","0.19%"
"May 15, 2015","1,225.50","1,218.50","1,224.70","1,214.80","0.01K","0.01%"
"May 14, 2015","1,225.40","1,214.50","1,225.60","1,214.50","0.04K","0.57%"
"May 13, 2015","1,218.40","1,192.70","1,217.30","1,191.00","0.03K","2.16%"
"May 12, 2015","1,192.60","1,194.60","1,194.80","1,189.70","0.01K","0.79%"
"May 11, 2015","1,183.20","1,189.70","1,190.50","1,179.30","0.03K","-0.50%"
"May 08, 2015","1,189.10","1,183.30","1,187.50","1,182.90","0.05K","0.57%"
"May 07, 2015","1,182.40","1,181.50","1,186.00","1,179.70","0.04K","-0.66%"
"May 06, 2015","1,190.30","1,194.50","1,194.60","1,189.90","0.01K","-0.24%"
"May 05, 2015","1,193.20","1,187.50","1,198.70","1,186.90","0.05K","0.54%"
"May 04, 2015","1,186.80","1,177.50","1,189.40","1,177.50","0.04K","1.05%"
"May 01, 2015","1,174.50","1,178.10","1,178.10","1,170.00","0.02K","-0.67%"
"Apr 30, 2015","1,182.40","1,203.10","1,205.90","1,176.70","0.14K","-2.26%"
"Apr 29, 2015","1,209.80","1,211.20","1,212.60","1,201.90","0.11K","-0.35%"
"Apr 28, 2015","1,214.00","1,199.70","1,205.90","1,199.70","0.01K","0.89%"
"Apr 27, 2015","1,203.30","1,182.30","1,206.70","1,181.40","0.19K","2.39%"
"Apr 24, 2015","1,175.20","1,192.30","1,194.70","1,174.60","0.05K","-1.61%"
"Apr 23, 2015","1,194.40","1,187.20","1,197.00","1,186.10","0.33K","0.63%"
"Apr 22, 2015","1,186.90","1,199.10","1,202.60","1,185.20","0.09K","-1.33%"
"Apr 21, 2015","1,202.90","1,193.20","1,202.20","1,192.80","0.03K","0.79%"
"Apr 20, 2015","1,193.50","1,205.70","1,206.90","1,191.00","0.07K","-0.78%"
"Apr 17, 2015","1,202.90","1,200.20","1,206.00","1,200.20","0.02K","0.41%"
"Apr 16, 2015","1,198.00","1,204.30","1,208.50","1,194.60","0.20K","-0.29%"
"Apr 15, 2015","1,201.50","1,194.60","1,203.10","1,188.60","0.20K","0.73%"
"Apr 14, 2015","1,192.80","1,198.80","1,200.60","1,184.10","0.55K","-0.54%"
"Apr 13, 2015","1,199.30","1,208.10","1,208.10","1,198.30","0.42K","-0.44%"
"Apr 10, 2015","1,204.60","1,195.80","1,210.40","1,194.00","0.20K","0.92%"
"Apr 09, 2015","1,193.60","1,201.70","1,202.50","1,193.00","0.52K","-0.79%"
"Apr 08, 2015","1,203.10","1,208.90","1,211.40","1,197.60","0.24K","-0.62%"
"Apr 07, 2015","1,210.60","1,214.80","1,214.80","1,208.20","0.41K","-0.66%"
"Apr 06, 2015","1,218.60","1,209.90","1,224.20","1,209.90","0.34K","1.47%"
"Apr 03, 2015","1,200.90","1,200.90","1,200.90","1,200.90","-","0.00%"
"Apr 02, 2015","1,200.90","1,204.00","1,205.70","1,194.80","1.68K","-0.60%"
"Apr 01, 2015","1,208.10","1,182.90","1,208.20","1,181.00","1.63K","2.11%"
"Mar 31, 2015","1,183.10","1,185.80","1,190.10","1,178.20","3.41K","-0.14%"
"Mar 30, 2015","1,184.80","1,198.00","1,198.50","1,181.60","37.99K","-1.25%"
"Mar 27, 2015","1,199.80","1,197.00","1,197.00","1,196.30","0.00K","-0.44%"
"Mar 26, 2015","1,205.10","1,198.20","1,213.70","1,198.20","0.07K","0.65%"
"Mar 25, 2015","1,197.30","1,192.50","1,199.20","1,190.30","0.01K","0.47%"
"Mar 24, 2015","1,191.70","1,188.00","1,193.00","1,186.00","0.41K","0.31%"
"Mar 23, 2015","1,188.00","1,181.60","1,182.90","1,181.20","0.01K","0.27%"
"Mar 20, 2015","1,184.80","1,171.00","1,185.40","1,171.00","0.05K","1.34%"
"Mar 19, 2015","1,169.10","1,171.60","1,171.60","1,159.30","0.04K","1.54%"
"Mar 18, 2015","1,151.40","1,148.70","1,174.30","1,147.00","0.11K","0.27%"
"Mar 17, 2015","1,148.30","1,153.60","1,158.20","1,144.30","0.07K","-0.43%"
"Mar 16, 2015","1,153.30","1,159.70","1,162.30","1,150.10","0.06K","0.06%"
"Mar 13, 2015","1,152.60","1,158.20","1,159.20","1,152.70","0.04K","0.04%"
"Mar 12, 2015","1,152.10","1,155.40","1,160.50","1,149.70","0.06K","0.12%"
"Mar 11, 2015","1,150.70","1,162.00","1,163.50","1,147.70","0.07K","-0.81%"
"Mar 10, 2015","1,160.10","1,166.40","1,168.40","1,156.50","0.09K","-0.54%"
"Mar 09, 2015","1,166.40","1,169.40","1,174.20","1,166.30","0.05K","0.20%"
"Mar 06, 2015","1,164.10","1,195.00","1,195.70","1,163.70","0.17K","-2.66%"
"Mar 05, 2015","1,195.90","1,201.70","1,205.40","1,196.00","0.03K","-0.39%"
"Mar 04, 2015","1,200.60","1,204.80","1,206.90","1,198.00","0.03K","-0.28%"
"Mar 03, 2015","1,204.00","1,201.50","1,212.00","1,195.00","0.05K","-0.31%"
"Mar 02, 2015","1,207.70","1,214.30","1,222.70","1,204.90","0.12K","-0.40%"
"Feb 27, 2015","1,212.60","1,207.70","1,217.80","1,204.50","0.20K","0.25%"
"Feb 26, 2015","1,209.60","1,204.80","1,219.00","1,204.80","0.56K","0.72%"
"Feb 25, 2015","1,201.00","1,204.30","1,204.60","1,203.00","0.02K","0.34%"
"Feb 24, 2015","1,196.90","1,203.40","1,203.50","1,193.80","0.15K","-0.28%"
"Feb 23, 2015","1,200.30","1,201.30","1,203.30","1,191.60","0.27K","-0.34%"
"Feb 20, 2015","1,204.40","1,206.50","1,213.10","1,199.10","0.05K","-0.22%"
"Feb 19, 2015","1,207.10","1,216.50","1,220.00","1,205.00","0.07K","0.62%"
"Feb 18, 2015","1,199.70","1,207.10","1,210.20","1,197.80","0.15K","-0.70%"
"Feb 17, 2015","1,208.10","1,227.70","1,234.00","1,203.00","0.20K","-1.92%"
"Feb 16, 2015","1,231.70","1,228.70","1,236.40","1,228.50","-","0.24%"
"Feb 15, 2015","1,228.80","1,228.20","1,229.30","1,227.80","-","0.19%"
"Feb 13, 2015","1,226.50","1,222.20","1,232.80","1,222.20","0.07K","0.52%"
"Feb 12, 2015","1,220.10","1,217.90","1,229.80","1,217.90","0.10K","0.09%"
"Feb 11, 2015","1,219.00","1,233.30","1,237.40","1,219.70","0.10K","-1.02%"
"Feb 10, 2015","1,231.60","1,237.50","1,245.00","1,231.20","0.23K","-0.74%"
"Feb 09, 2015","1,240.80","1,237.50","1,242.30","1,235.40","0.32K","0.56%"
"Feb 06, 2015","1,233.90","1,265.00","1,267.60","1,228.00","0.43K","-2.23%"
"Feb 05, 2015","1,262.00","1,271.80","1,272.60","1,257.80","0.13K","-0.14%"
"Feb 04, 2015","1,263.80","1,262.00","1,271.60","1,256.80","0.67K","0.33%"
"Feb 03, 2015","1,259.70","1,273.50","1,284.70","1,255.30","2.38K","-1.29%"
"Feb 02, 2015","1,276.20","1,284.10","1,284.10","1,266.00","1.65K","-0.18%"
"Jan 30, 2015","1,278.50","1,258.00","1,284.30","1,257.00","8.63K","1.90%"
"Jan 29, 2015","1,254.60","1,283.30","1,285.40","1,251.00","67.98K","-2.43%"
"Jan 28, 2015","1,285.90","1,285.90","1,286.80","1,285.90","0.03K","-0.45%"
"Jan 27, 2015","1,291.70","1,277.20","1,288.80","1,277.20","0.02K","0.96%"
"Jan 26, 2015","1,279.40","1,289.50","1,290.60","1,279.40","0.03K","-1.02%"
"Jan 23, 2015","1,292.60","1,299.80","1,299.80","1,298.60","0.02K","-0.62%"
"Jan 22, 2015","1,300.70","1,293.20","1,302.10","1,283.50","0.13K","0.54%"
"Jan 21, 2015","1,293.70","1,295.20","1,303.50","1,286.70","0.08K","-0.04%"
"Jan 20, 2015","1,294.20","1,278.90","1,297.30","1,273.80","0.16K","1.43%"
"Jan 19, 2015","1,275.90","1,279.40","1,279.50","1,272.50","-","-0.24%"
"Jan 18, 2015","1,279.00","1,281.00","1,281.90","1,275.70","-","0.16%"
"Jan 16, 2015","1,276.90","1,256.10","1,279.70","1,256.10","0.04K","0.96%"
"Jan 15, 2015","1,264.70","1,231.50","1,265.00","1,227.30","0.13K","2.45%"
"Jan 14, 2015","1,234.40","1,229.60","1,243.80","1,225.60","0.02K","0.01%"
"Jan 13, 2015","1,234.30","1,239.20","1,239.30","1,230.30","0.02K","0.13%"
"Jan 12, 2015","1,232.70","1,224.20","1,234.40","1,219.10","0.10K","1.37%"
"Jan 09, 2015","1,216.00","1,211.10","1,220.20","1,210.30","0.04K","0.63%"
"Jan 08, 2015","1,208.40","1,207.00","1,215.70","1,206.30","0.09K","-0.18%"
"Jan 07, 2015","1,210.60","1,219.20","1,219.20","1,211.80","0.03K","-0.71%"
"Jan 06, 2015","1,219.30","1,203.50","1,220.00","1,203.50","0.10K","1.28%"
"Jan 05, 2015","1,203.90","1,180.30","1,206.90","1,180.10","0.47K","1.51%"
"Jan 02, 2015","1,186.00","1,184.00","1,194.50","1,169.50","0.14K","-0.07%"
"Jan 01, 2015","1,186.80","1,184.10","1,187.50","1,184.10","-","0.24%"
"Dec 31, 2014","1,183.90","1,199.20","1,199.20","1,182.70","0.09K","-1.36%"
"Dec 30, 2014","1,200.20","1,181.40","1,210.30","1,181.40","0.19K","1.57%"
"Dec 29, 2014","1,181.70","1,186.50","1,186.50","1,181.30","0.06K","-1.14%"
"Dec 26, 2014","1,195.30","1,177.20","1,194.40","1,177.20","0.12K","1.55%"
"Dec 25, 2014","1,177.00","1,175.00","1,178.90","1,175.00","-","0.30%"
"Dec 24, 2014","1,173.50","1,177.00","1,179.30","1,173.70","0.02K","-0.37%"
"Dec 23, 2014","1,177.90","1,179.30","1,180.30","1,175.00","0.23K","-0.15%"
"Dec 22, 2014","1,179.70","1,198.00","1,198.00","1,172.70","0.22K","-1.35%"
"Dec 19, 2014","1,195.90","1,198.00","1,200.80","1,196.50","0.10K","0.10%"
"Dec 18, 2014","1,194.70","1,189.70","1,207.30","1,189.70","0.20K","0.03%"
"Dec 17, 2014","1,194.30","1,198.20","1,199.60","1,184.00","0.09K","0.03%"
"Dec 16, 2014","1,193.90","1,197.20","1,222.00","1,192.70","0.22K","-1.10%"
"Dec 15, 2014","1,207.20","1,223.10","1,223.10","1,198.00","0.08K","-1.21%"
"Dec 12, 2014","1,222.00","1,227.80","1,227.80","1,216.20","0.20K","-0.25%"
"Dec 11, 2014","1,225.10","1,226.60","1,232.00","1,216.20","0.26K","-0.31%"
"Dec 10, 2014","1,228.90","1,231.20","1,234.60","1,226.60","0.31K","-0.21%"
"Dec 09, 2014","1,231.50","1,202.00","1,238.00","1,202.00","0.31K","3.08%"
"Dec 08, 2014","1,194.70","1,190.60","1,207.00","1,187.20","0.18K","0.39%"
"Dec 05, 2014","1,190.10","1,203.10","1,206.00","1,186.70","0.56K","-1.44%"
"Dec 04, 2014","1,207.50","1,208.20","1,213.00","1,201.60","0.36K","-0.08%"
"Dec 03, 2014","1,208.50","1,198.10","1,213.70","1,196.10","0.44K","0.78%"
"Dec 02, 2014","1,199.20","1,212.30","1,212.30","1,191.30","1.24K","-1.54%"
"Dec 01, 2014","1,218.00","1,160.00","1,220.40","1,141.70","5.52K","3.64%"
"Nov 28, 2014","1,175.20","1,197.00","1,198.30","1,163.80","11.18K","-1.14%"
"Nov 27, 2014","1,188.80","1,197.30","1,199.30","1,185.40","-","-0.65%"
"Nov 26, 2014","1,196.60","1,200.50","1,201.00","1,193.70","75.30K","-0.04%"
"Nov 25, 2014","1,197.10","1,197.10","1,197.10","1,197.10","0.00K","0.13%"
"Nov 24, 2014","1,195.50","1,197.70","1,197.90","1,196.50","0.02K","-0.17%"
"Nov 21, 2014","1,197.50","1,191.00","1,202.40","1,189.00","0.02K","0.57%"
"Nov 20, 2014","1,190.70","1,191.80","1,191.90","1,190.70","0.00K","-0.24%"
"Nov 19, 2014","1,193.60","1,196.50","1,198.30","1,190.00","0.02K","-0.26%"
"Nov 18, 2014","1,196.70","1,197.10","1,197.10","1,193.90","0.00K","1.16%"
"Nov 17, 2014","1,183.00","1,183.10","1,186.90","1,180.60","0.02K","-0.17%"
"Nov 14, 2014","1,185.00","1,155.20","1,191.00","1,148.00","0.49K","2.06%"
"Nov 13, 2014","1,161.10","1,163.70","1,164.50","1,155.00","1.05K","0.19%"
"Nov 12, 2014","1,158.90","1,162.50","1,168.10","1,157.50","0.02K","-0.34%"
"Nov 11, 2014","1,162.80","1,155.00","1,170.50","1,151.60","0.02K","0.28%"
"Nov 10, 2014","1,159.60","1,171.00","1,171.00","1,150.70","0.04K","-0.85%"
"Nov 07, 2014","1,169.60","1,139.90","1,169.70","1,132.90","0.10K","2.39%"
"Nov 06, 2014","1,142.30","1,141.10","1,147.50","1,137.90","0.14K","-0.27%"
"Nov 05, 2014","1,145.40","1,168.10","1,168.70","1,137.80","0.16K","-1.88%"
"Nov 04, 2014","1,167.40","1,166.90","1,171.00","1,165.00","0.04K","-0.17%"
"Nov 03, 2014","1,169.40","1,166.40","1,172.30","1,163.10","0.06K","-0.15%"
"Oct 31, 2014","1,171.10","1,199.60","1,199.70","1,161.40","0.26K","-2.25%"
"Oct 30, 2014","1,198.10","1,213.70","1,214.70","1,195.80","0.52K","-2.14%"
"Oct 29, 2014","1,224.30","1,224.30","1,224.30","1,224.30","-","-0.40%"
"Oct 28, 2014","1,229.20","1,224.90","1,231.00","1,224.70","0.05K","0.01%"
"Oct 27, 2014","1,229.10","1,230.20","1,230.20","1,227.30","0.28K","-0.17%"
"Oct 24, 2014","1,231.20","1,229.40","1,232.70","1,229.40","0.07K","0.22%"
"Oct 23, 2014","1,228.50","1,228.00","1,228.00","1,227.90","0.00K","-1.31%"
"Oct 22, 2014","1,244.80","1,244.80","1,244.80","1,244.30","0.00K","-0.50%"
"Oct 21, 2014","1,251.00","1,251.00","1,251.00","1,251.00","0.05K","0.56%"
"Oct 20, 2014","1,244.00","1,237.30","1,244.00","1,235.40","0.11K","0.46%"
"Oct 17, 2014","1,238.30","1,237.40","1,237.50","1,232.60","0.36K","-0.18%"
"Oct 16, 2014","1,240.50","1,242.10","1,243.00","1,236.70","0.01K","-0.29%"
"Oct 15, 2014","1,244.10","1,243.70","1,247.00","1,230.90","0.25K","0.85%"
"Oct 14, 2014","1,233.60","1,235.90","1,235.90","1,235.80","0.07K","0.35%"
"Oct 13, 2014","1,229.30","1,229.80","1,234.00","1,227.00","0.10K","0.68%"
"Oct 10, 2014","1,221.00","1,223.50","1,223.50","1,217.00","0.19K","-0.29%"
"Oct 09, 2014","1,224.60","1,223.90","1,229.00","1,223.90","0.02K","1.60%"
"Oct 08, 2014","1,205.30","1,210.20","1,217.90","1,207.00","0.01K","-0.53%"
"Oct 07, 2014","1,211.70","1,209.10","1,210.80","1,205.30","0.27K","0.41%"
"Oct 06, 2014","1,206.70","1,187.70","1,208.00","1,182.80","0.42K","1.22%"
"Oct 03, 2014","1,192.20","1,212.40","1,212.40","1,191.00","0.50K","-1.81%"
"Oct 02, 2014","1,214.20","1,215.30","1,219.50","1,210.30","0.18K","-0.03%"
"Oct 01, 2014","1,214.60","1,207.70","1,217.80","1,205.50","0.18K","0.34%"
"Sep 30, 2014","1,210.50","1,214.80","1,218.20","1,204.00","0.68K","-0.57%"
"Sep 29, 2014","1,217.50","1,216.30","1,222.20","1,214.70","6.34K","0.28%"
"Sep 26, 2014","1,214.10","1,214.10","1,214.10","1,214.10","0.00K","-0.58%"
"Sep 25, 2014","1,221.20","1,209.50","1,216.10","1,209.50","0.01K","0.21%"
"Sep 24, 2014","1,218.60","1,216.80","1,216.80","1,216.80","0.00K","-0.20%"
"Sep 23, 2014","1,221.00","1,221.00","1,221.00","1,221.00","0.01K","0.35%"
"Sep 22, 2014","1,216.80","1,214.90","1,214.90","1,212.40","0.01K","0.12%"
"Sep 19, 2014","1,215.30","1,218.30","1,218.30","1,218.30","0.00K","-0.85%"
"Sep 18, 2014","1,225.70","1,216.20","1,220.40","1,216.20","0.01K","-0.70%"
"Sep 17, 2014","1,234.40","1,236.20","1,236.20","1,221.90","0.01K","-0.06%"
"Sep 16, 2014","1,235.20","1,238.30","1,238.30","1,235.90","0.00K","0.13%"
"Sep 15, 2014","1,233.60","1,226.70","1,235.00","1,226.70","0.02K","0.30%"
"Sep 12, 2014","1,229.90","1,227.00","1,227.00","1,227.00","0.05K","-0.61%"
"Sep 11, 2014","1,237.40","1,237.40","1,237.40","1,237.40","-","-0.49%"
"Sep 10, 2014","1,243.50","1,256.70","1,256.70","1,243.50","0.10K","-0.26%"
"Sep 09, 2014","1,246.80","1,246.80","1,246.80","1,246.80","-","-0.47%"
"Sep 08, 2014","1,252.70","1,268.40","1,268.40","1,262.20","0.00K","-1.03%"
"Sep 05, 2014","1,265.80","1,263.20","1,268.10","1,263.20","0.12K","0.06%"
"Sep 04, 2014","1,265.10","1,268.70","1,272.70","1,260.30","0.29K","-0.30%"
"Sep 03, 2014","1,268.90","1,266.30","1,271.10","1,263.10","0.28K","0.41%"
"Sep 02, 2014","1,263.70","1,284.50","1,286.40","1,262.50","0.28K","-1.84%"
"Sep 01, 2014","1,287.40","1,287.60","1,290.90","1,285.90","-","-0.02%"
"Aug 31, 2014","1,287.70","1,288.50","1,289.00","1,286.80","-","0.15%"
"Aug 29, 2014","1,285.80","1,289.50","1,289.70","1,284.80","0.12K","-0.23%"
"Aug 28, 2014","1,288.70","1,284.50","1,293.70","1,284.30","0.82K","0.53%"
"Aug 27, 2014","1,281.90","1,281.50","1,282.30","1,281.50","0.04K","-0.15%"
"Aug 26, 2014","1,283.80","1,289.40","1,289.50","1,281.10","0.07K","0.51%"
"Aug 25, 2014","1,277.30","1,277.30","1,277.60","1,273.70","0.25K","-0.10%"
"Aug 22, 2014","1,278.60","1,276.00","1,280.00","1,275.00","0.12K","0.38%"
"Aug 21, 2014","1,273.70","1,290.00","1,290.00","1,272.00","0.26K","-1.52%"
"Aug 20, 2014","1,293.40","1,295.40","1,295.80","1,288.40","0.33K","-0.13%"
"Aug 19, 2014","1,295.10","1,298.80","1,301.70","1,294.00","0.14K","-0.20%"
